ref_id,tradition,source_text,author,citation,language,date_ce,date_label,passage_text,nusantara_relevance,independence_group,scholarly_consensus,n_entities,notes
CHN-023,CHINESE,Lingwai Daida — Javanese ships,Zhou Qufei (1178 CE),"Lingwai Daida, tr. Netolitzky 1977",Classical Chinese,1178,1178 CE (Song dynasty),"The ships of Shepo [Java] are the largest in the southern seas. They can carry six to seven hundred people. They are steered with a single rudder at the stern. The hull is made of thick planks joined without iron nails, using only wooden dowels and plant fiber cords. These ships trade to Sanfoqi [Srivijaya] and China.",HIGH,chinese,CONSENSUS,4,Key evidence for Nusantaran shipbuilding technology. Sewn-plank without nails = Austronesian tradition.
ARB-012,ARAB,Sulayman — Volcanic eruption in Zabaj,Sulayman al-Tajir,"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:14-15",Arabic,851,851 CE,"In the islands of Zabaj there is a mountain that spews fire. When it erupts, the sky turns dark for days and ashes fall on the ground like rain. The people of the nearby villages flee to the sea. Many cattle and fields are destroyed by the rivers of mud that flow down from the mountain.",HIGH,arab,PROBABLE,4,CRITICAL FOR VOLCARCH L1. Arab eyewitness of Javanese volcanic eruption. 'Rivers of mud' = lahars. Direct evidence of volcanic burial processes observed in 9th century.
EUR-006,EUROPEAN,Tomé Pires — Java's wealth,Tomé Pires,"Suma Oriental, tr. Cortesão 1944",Portuguese,1515,1515 CE (personal observation),"Java is a land of great wealth. In all the world I believe there is no island with so many people. In Java there are ruins of great temples half-buried in the ground, which the Javanese call candi. Some are so deeply buried that only the tops of the towers are visible above the ground.",HIGH,european,CONSENSUS,3,CRITICAL FOR VOLCARCH. First European observation of buried candi. 'Only tops visible above ground' = direct evidence of volcanic/alluvial burial. Tomé Pires was apothecary in Malacca.
IND-S08,INDIAN_SANSKRIT,Arthashastra — Maritime trade routes,Kautilya (attributed),"Arthashastra II.11, tr. Shamasastry 1915",Sanskrit,-200,~3rd-2nd century BCE (debated compilation),"The superintendent of commerce shall ascertain the value of local and foreign merchandise. Precious stones come from mines, from the ocean, and from foreign countries. Camphor, sandalwood, and aloes come from the lands reached by sea. These bring the highest profit to the treasury.",MEDIUM,indian_sanskrit,PROBABLE,3,The Arthashastra mentions 'lands reached by sea' as source of camphor/sandalwood. Debated date but attests to pre-CE maritime trade knowledge.
CHN-024,CHINESE,Sui Shu (Book of Sui) — Chi-tu (赤土),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Wheatley 1961:40-44",Classical Chinese,607,607 CE (Sui dynasty embassy),"The kingdom of Chi-tu [Red Earth] lies south across the sea. In the sixth year of Daye [607 CE], the emperor sent Chang Jun on a mission there. After sailing for many days they reached the capital. The king's palace was decorated with multicoloured glass. The king sat on a couch ornamented with gold and precious stones. He wore a golden crown with jewels and pendants. The soil of this country is the colour of red cinnabar, whence its name.",MEDIUM,chinese,CONSENSUS,3,Sui Shu describes a diplomatic mission to Chi-tu. Wheatley identifies it with Kelantan. Red laterite soil = distinctive.
CHN-025,CHINESE,Sui Shu — Po-li (婆利),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Wheatley 1961:56-60",Classical Chinese,518,"518 CE (Liang dynasty record, compiled in Sui Shu)","The kingdom of Po-li is on an island in the sea, southeast of Guangzhou. It takes forty to sixty days sailing to reach it. The country produces camphor, which comes from the trunks of trees and is collected by making incisions. It also produces gold, tin, and various aromatics. The people build houses on stilts and practice Buddhism alongside their native customs.",HIGH,chinese,PROBABLE,4,"Po-li identification debated: Bali, Borneo, or Sumatra coast. Camphor harvest method described = Dryobalanops."
CHN-026,CHINESE,Sui Shu — Ho-lo-dan (訶羅單/Dvāravatī?),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Pelliot 1904; Wheatley 1961",Classical Chinese,608,608 CE (Sui Shu compilation of earlier records),"Ho-lo-dan lies southeast in the sea. It is a large island. The people are dark-skinned. They wrap themselves in cloth and pierce their ears for ornaments. Their land produces tortoiseshell, gold, and camphor. The king worships the Buddha and keeps many temples. In their markets one can find goods from China, India, and the western seas.",HIGH,chinese,CONTESTED,3,Ho-lo-dan identification uncertain. Pelliot and Wheatley disagree. Likely somewhere in western Nusantara.
CHN-027,CHINESE,Song Shi (History of Song) — She-po/Java,Toqto'a (compiled 1345 CE),"Song Shi 489, tr. Groeneveldt 1876:15-17",Classical Chinese,992,992 CE (Song dynasty tribute record),"The kingdom of She-po [Java] sent tribute in the third year of Chunhua [992 CE]. Their envoy presented ivory, rhinoceros horn, pearls, camphor, cloves, sandalwood, pepper, and cotton cloth. The memorial stated that the kingdom of She-po controls the islands of the southern sea and that the Maharaja rules over fifteen dependent states.",HIGH,chinese,CONSENSUS,4,Song Shi tribute records give detailed commodity lists. 15 dependent states = Java's thalassocratic claims. Groeneveldt translation standard.
CHN-028,CHINESE,Song Shi — San-fo-qi (Srivijaya) late period,Toqto'a (compiled 1345 CE),"Song Shi 489, tr. Groeneveldt 1876:62-65",Classical Chinese,1017,1017 CE (Song dynasty),San-fo-qi [Srivijaya] sent a mission in the second year of Tianxi [1017 CE] reporting that the Chola kingdom had attacked them. The envoy requested the Emperor's intervention. San-fo-qi said their port city had been raided and many merchants killed. The emperor sent a letter of condolence and diplomatic gifts but did not commit military aid.,HIGH,chinese,CONSENSUS,3,Chinese corroboration of Chola invasion of Srivijaya (~1025 CE). Cross-validates Tanjore inscription. Groeneveldt translation.
CHN-029,CHINESE,Yuan Shi (History of Yuan) — Mongol expedition to Java,Song Lian (compiled 1370 CE),"Yuan Shi 210, tr. Groeneveldt 1876:23-30",Classical Chinese,1293,1293 CE (Mongol naval expedition),"In the thirtieth year of Zhiyuan [1293 CE], the emperor dispatched Shi Bi, Gao Xing, and Yike Mese with a fleet of one thousand ships and twenty thousand troops to punish the kingdom of Java. They landed at Tuban and advanced inland. The prince Raden Vijaya initially submitted but then turned against the Mongol forces, who suffered many casualties from the heat and jungle terrain and were forced to withdraw.",HIGH,chinese,CONSENSUS,4,Yuan Shi account of the 1293 Mongol invasion of Java. Raden Vijaya exploited the invasion to found Majapahit. Groeneveldt translation.
CHN-030,CHINESE,Zhufanzhi — Borneo (Po-ni),Zhao Rugua (1225 CE),"Zhufanzhi, tr. Hirth & Rockhill 1911:155-159",Classical Chinese,1225,1225 CE (Southern Song),"The country of Po-ni [Brunei/Borneo] can be reached by sailing south from Champa for about forty-five days. The country produces camphor of the finest quality, called plum-blossom camphor, which is found in the crevices of old trees. They also export beeswax, lakawood, and civet. The camphor of Po-ni is considered superior to all other camphor in the world.",HIGH,chinese,CONSENSUS,3,Zhao Rugua was superintendent of maritime trade at Quanzhou. Hirth & Rockhill 1911 is the standard translation. 'Plum-blossom camphor' = Borneo camphor premium.
CHN-031,CHINESE,Zhufanzhi — Palembang (San-fo-qi market),Zhao Rugua (1225 CE),"Zhufanzhi, tr. Hirth & Rockhill 1911:60-67",Classical Chinese,1225,1225 CE,"San-fo-qi [Srivijaya/Palembang] is the most important trading port of the southern seas. It controls the strait through which all ships must pass. The country produces no goods of its own, but merchants from Arabia, India, and China gather there. Its warehouses are filled with pepper, frankincense, rosewater, camphor, sandalwood, and ivory, all brought from other lands. The king levies a tax on every vessel that passes.",HIGH,chinese,CONSENSUS,4,Key evidence for Srivijaya as entrepot not producer. Zhao Rugua describes the strait-control economic model.
CHN-032,CHINESE,Zhufanzhi — Pepper trade of She-po (Java),Zhao Rugua (1225 CE),"Zhufanzhi, tr. Hirth & Rockhill 1911:75-83",Classical Chinese,1225,1225 CE,"The country of She-po [Java] produces pepper in great abundance. The pepper vines are cultivated on frames in the manner of grapes. The people also produce fine cotton textiles, iron work of excellent quality, and arrack distilled from palm sap. The annual export of pepper exceeds forty thousand loads carried in ships to China, India, and the Arab lands.",HIGH,chinese,CONSENSUS,4,"Zhao Rugua on Java's pepper and iron exports. 40,000 loads = massive scale. Iron quality noted = precursor to keris tradition."
CHN-033,CHINESE,Daoyi Zhilue — Long-ya-men (Dragon's Tooth Strait),Wang Dayuan (1349 CE),"Daoyi Zhilue, tr. Rockhill 1915; Ptak 2004",Classical Chinese,1330,~1330 CE (personal voyage),Long-ya-men [Dragon's Tooth Strait] is at the tip of a promontory where two rocks stand like dragon's teeth at the mouth of the strait. Ships from the western ocean must pass through this gate to reach the eastern seas. The men of this place are pirates who sometimes rob passing ships. Nearby is a settlement called Banzu [Pancur] where the people trade in hornbill casques and tin.,HIGH,chinese,PROBABLE,4,"Wang Dayuan traveled twice (1330, 1337). Eyewitness. Long-ya-men = earliest Chinese reference to Singapore area. Ptak 2004 standard translation."
CHN-034,CHINESE,Daoyi Zhilue — Majapahit (Ma-zha-ba-yi),Wang Dayuan (1349 CE),"Daoyi Zhilue, tr. Rockhill 1915; Ptak 2004",Classical Chinese,1330,~1330 CE,"The kingdom of Ma-zha-ba-yi [Majapahit] is the most powerful state in the eastern sea. Its capital is surrounded by walls of red brick. The king commands a vast fleet. The people are skilled metalworkers who forge excellent weapons. They trade pepper, sandalwood, and birds of paradise plumage. Every year many Chinese junks visit to trade porcelain and silk for spices.",HIGH,chinese,CONSENSUS,4,Wang Dayuan eyewitness of Majapahit at its peak. Red brick = confirmed at Trowulan. Birds of paradise = eastern Nusantara trade network.
CHN-035,CHINESE,Xingcha Shenglan — Strait of Malacca and Java,Fei Xin (1436 CE),"Xingcha Shenglan, tr. Mills 1996 (revised)",Classical Chinese,1414,1409-1433 CE (Zheng He voyages),"Passing through the strait of Malacca, the water is shallow and the current swift. On both sides are the lands of Sumatra and the Malay kingdoms. The port of Old Haven [Gresik] in Java is where Chinese merchants have long settled. They have built houses and temples in the Chinese manner. The Javanese king receives the emperor's envoys with great ceremony and presents gifts of pepper, sapanwood, and parrots.",HIGH,chinese,CONSENSUS,4,Fei Xin accompanied Zheng He voyages. Companion to Ma Huan's Yingyai Shenglan. Chinese settlement at Gresik confirmed archaeologically.
ARB-013,ARAB,Akhbar al-Sin wa'l-Hind — Earliest Arab mariner account,Attributed to Sulayman al-Tajir (851 CE),"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:3-8",Arabic,851,851 CE (earliest compilation),"From Muscat we sailed with the monsoon wind toward the land of the Maharaja. The sea journey takes approximately one month. The islands of the Maharaja are so numerous that no man knows their full count. They produce camphor, aloes, cloves, sandalwood, nutmeg, cardamom, and cubebs. The islands are surrounded by seas rich in ambergris. Gold is found in such abundance that the king's collar is made of pure gold.",HIGH,arab,CONSENSUS,4,Earliest surviving Arab account of maritime SE Asia. Sauvaget 1948 is standard translation. Comprehensive spice list.
ARB-014,ARAB,Akhbar al-Sin wa'l-Hind — Volcanic islands,Attributed to Sulayman al-Tajir (851 CE),"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:14-16",Arabic,851,851 CE,"Among the islands of the Maharaja are mountains that throw out fire and smoke. The people who live nearby say that the mountains have always done this since the time of their ancestors. When the mountains are angry, the fields and gardens are destroyed and covered with ite. Some islands have been wholly abandoned because the mountains drove the inhabitants away.",HIGH,arab,PROBABLE,3,CRITICAL FOR VOLCARCH. Second Arab reference to volcanic activity in Nusantara (see also ARB-012). 'Fields covered' and 'islands abandoned' = volcanic taphonomy.
ARB-015,ARAB,Kitab al-A'laq al-Nafisa — Zabaj islands,Ibn Rustah (903 CE),"Kitab al-A'laq al-Nafisa, tr. de Goeje (BGA VII) 1892:130-132",Arabic,903,903 CE,"The islands of Zabaj [Java] are ruled by the Maharaja, who is the greatest king of the islands. His kingdom produces camphor, aloes-wood, cloves, and various spices. Zabaj has many rivers and the soil is exceedingly fertile. Rice grows in abundance without great effort. The Maharaja's fleet controls the passage between India and China, and no ship passes without paying him tribute.",HIGH,arab,CONSENSUS,4,"Ibn Rustah wrote from Isfahan, compiling sailor reports. de Goeje BGA series is standard. Confirms Srivijayan strait-control model."
ARB-016,ARAB,Kitab al-Bad' wa'l-Tarikh — Islands of the East,al-Maqdisi/Mutahhar ibn Tahir (966 CE),"Kitab al-Bad' wa'l-Tarikh, tr. Huart 1899-1919, vol. IV",Arabic,966,966 CE,"Beyond India in the eastern sea lie innumerable islands. Among the greatest is Zabaj [Java], which some call the Queen of Islands. Its king possesses more gold than any other ruler. The island has two seasons of rain and two of dry weather. They grow two crops of rice each year. The people are of dark complexion and worship idols, though some have accepted Islam in the coastal ports.",HIGH,arab,CONSENSUS,3,al-Maqdisi independent of Sulayman/Abu Zayd tradition. Notes early Islam at ports = pre-Samudra-Pasai. Huart translation standard.
ARB-017,ARAB,Tuhfat al-Nuzzar (Rihla) — Java in detail,Ibn Battuta (1355 CE),"Rihla, tr. Gibb & Beckingham 1994, vol. IV:876-882",Arabic,1346,1345-1346 CE (personal visit),"From Mul Jawa [Sumatra] I sailed to the land of Jawa [Java]. We traveled for thirty-five days along the coast. The country is rich beyond measure in rice, coconut, and all kinds of spices. I saw cloves drying in the sun on mats spread along the roadside. The sultan of Java is an infidel but treats Muslim merchants with respect. In the market I found Chinese porcelain, Indian cotton, and Arab frankincense traded freely.",HIGH,arab,CONSENSUS,4,Ibn Battuta eyewitness of Java. Gibb & Beckingham is definitive English translation. Cloves on mats = agricultural processing detail.
ARB-018,ARAB,Tuhfat al-Nuzzar — Samudra-Pasai court,Ibn Battuta (1355 CE),"Rihla, tr. Gibb & Beckingham 1994, vol. IV:872-876",Arabic,1346,1345 CE (personal visit),"The sultan of Samudra [Samudra-Pasai] is al-Malik al-Zahir, a follower of the Shafi'i school. He delights in holding theological debates with visiting scholars. I attended a debate in which Indian and Chinese scholars also participated. The court language is Malay but Arabic is used for religious matters. The palace is built of wood and roofed with palm leaves, in the manner of the country.",HIGH,arab,CONSENSUS,4,Detailed eyewitness of earliest Islamic court in SE Asia. Shafi'i school = foundation of Indonesian Islamic jurisprudence to this day.
ARB-019,ARAB,Nukhbat al-Dahr — Eastern islands cosmography,"al-Dimashqi (Shams al-Din, d. 1327)","Nukhbat al-Dahr, tr. Mehren 1874:150-155",Arabic,1300,~1300 CE,"In the eastern sea beyond India lie the islands of al-Rami [Sumatra], which produces camphor and gold, and al-Zabaj [Java], the greatest of the islands. Java has mountains that reach to the clouds, some of which throw forth fire. The soil is so rich that plants grow without cultivation. The people build great temples of stone, some of which rival the buildings of ancient nations. They worship images carved in stone.",HIGH,arab,PROBABLE,4,VOLCARCH relevant: fire mountains + stone temples in same passage. al-Dimashqi compiled from earlier sources. Mehren 1874 standard edition.
ARB-020,ARAB,Nuzhat al-Mushtaq — Sumatra and pepper islands,al-Idrisi (1154 CE),"Nuzhat al-Mushtaq, tr. Jaubert 1836-1840, vol. I",Arabic,1154,1154 CE (written for Roger II of Sicily),"The island of al-Rami [Sumatra] is one of the largest in the sea. It extends from north to south for a great distance. On this island are found camphor trees and gold mines. The inhabitants trade camphor, benzoin, and pepper with merchants from Oman and Siraf. South of al-Rami is the island of Zabaj [Java], which produces even greater quantities of pepper and also exports tin and iron.",HIGH,arab,CONSENSUS,4,al-Idrisi additional entry on Sumatra. Benzoin = Batak highlands exclusive product (Styrax benzoin). Jaubert translation.
ARB-021,ARAB,Nuzhat al-Mushtaq — Spice Islands (Maluku),al-Idrisi (1154 CE),"Nuzhat al-Mushtaq, tr. Jaubert 1836-1840, vol. I; Tibbetts 1979",Arabic,1154,1154 CE,"Beyond Zabaj to the east are islands where cloves and nutmeg grow. These islands are small and the people few. The clove tree resembles the olive tree in its leaves. The cloves are the flower buds, gathered before they open. They are dried in the sun until they turn dark. Nutmeg is the fruit of a tree that also yields mace, which is the outer covering of the nut. These spices are found nowhere else in the world.",HIGH,arab,CONSENSUS,4,al-Idrisi's description of clove/nutmeg harvesting from Maluku. 'Found nowhere else in the world' = geographic exclusivity key for trade analysis.
ARB-022,ARAB,Nuzhat al-Mushtaq — Waqwaq islands,al-Idrisi (1154 CE),"Nuzhat al-Mushtaq, tr. Jaubert 1836-1840; Tibbetts 1979:41-43",Arabic,1154,1154 CE,"Beyond the eastern islands are the lands called Waqwaq, which are the furthest known islands. The people there have gold in such abundance that they make the chains for their dogs and the collars for their monkeys of gold. They export gold, ebony, and the skins of panthers. Some say these are the same as the islands where birds of paradise are found, whose feathers are prized above all ornaments.",HIGH,arab,CONTESTED,4,"Waqwaq identification debated (Japan, Philippines, Papua). Birds of paradise feathers = eastern Nusantara. Tibbetts 1979 discusses the identification."
PER-002,PERSIAN,Hudud al-Alam — Islands of gold and camphor,Anonymous (982 CE),"Hudud al-Alam, tr. Minorsky 1937:59-61",Persian,982,982 CE,"Among the islands of the eastern sea is the island called Ramni [Sumatra], which is the largest. On it are found mines of gold and trees that produce camphor of the finest quality. The people worship fire and idols. Another island, Fansur [Barus], is famous above all others for its camphor, which is worth more than gold in the markets of Baghdad and Basra.",HIGH,persian,CONSENSUS,3,Fansur = Barus. Fansuri camphor was the most prized variety in the Islamic world. Minorsky 1937 standard. Separate independence group from Arabic.
PER-003,PERSIAN,Zayn al-Akhbar — Eastern islands,"Gardizi (Abu Said, ~1050 CE)","Zayn al-Akhbar, tr. Martinez 1982 (partial); Bosworth 2011",Persian,1050,~1050 CE,"The islands beyond India are exceedingly wealthy. The greatest is Zabaj, whose ruler commands a navy that controls the sea passage. His treasury contains more gold than any other king. The island produces cloves, nutmeg, and camphor, which are carried by merchants across the Indian Ocean to the lands of Islam. The people of these islands are brave sailors who navigate by the stars.",HIGH,persian,PROBABLE,3,Gardizi compiled from earlier sources independently of Arabic tradition. Star navigation = Austronesian expertise.
PER-004,PERSIAN,Nuzhat al-Qulub — Javanese kingdoms,Hamd Allah Mustawfi (1340 CE),"Nuzhat al-Qulub, tr. Le Strange 1919:253-254",Persian,1340,1340 CE,"The island of Java is said to be the most fertile in the world. It has many mountains, some of which produce fire and smoke continually. The land between the mountains is planted with rice, which yields abundantly. The island produces pepper in greater quantity than any other country. The people are said to be skilled in the making of iron weapons, especially a dagger called kris, which has a wavy blade.",HIGH,persian,PROBABLE,4,VOLCARCH: fire mountains + fertile volcanic soil in same passage. Earliest known non-Javanese reference to kris. Le Strange 1919 standard.
PER-005,PERSIAN,Nuzhat al-Qulub — Sumatra and camphor,Hamd Allah Mustawfi (1340 CE),"Nuzhat al-Qulub, tr. Le Strange 1919:252",Persian,1340,1340 CE,"The island of Sumatra, called Lamri by the Arabs, is very large and mountainous. On the western coast is the port of Fansur, famous for its camphor. The camphor of Fansur is so excellent that it is named after the town. The eastern coast faces the island of Java across a narrow strait. The people of the coast have accepted Islam, but those of the interior remain idolaters.",HIGH,persian,CONSENSUS,3,Confirms Fansur/Barus as camphor capital. Coast/interior Islamic divide = Islamization pattern.
EUR-007,EUROPEAN,Ludovico di Varthema — Java interior,Ludovico di Varthema (1510 CE),"Itinerario, tr. Jones 1863 (Hakluyt Society)",Italian,1506,~1505-1506 CE (personal visit),"The island of Java is exceedingly beautiful and fertile. I saw mountains of great height, some of which emitted smoke and fire from their peaks. The plains between the mountains are planted with rice and sugar cane. The Javanese are skilled craftsmen who make excellent cloth of cotton. In the interior I found ancient temples built of cut stone, some half buried in the earth, which the inhabitants said were built by their ancestors long ago.",HIGH,european,CONSENSUS,4,VOLCARCH: first European eyewitness of active volcanoes AND buried temples in Java. Jones/Hakluyt Society translation standard.
EUR-008,EUROPEAN,Duarte Barbosa — Malacca and the spice trade,Duarte Barbosa (1516 CE),"Livro de Duarte Barbosa, tr. Dames 1918-21 (Hakluyt Society), vol. II",Portuguese,1516,~1516 CE (written from personal observation),"Malacca is the richest port in the world for trade. Here meet merchants from Arabia, Persia, Gujarat, Bengal, Pegu, Siam, China, the Ryukyu Islands, Java, Sumatra, Borneo, and the Moluccas. From Java come rice, pepper, and cloth. From Sumatra, gold, camphor, and benzoin. From the Moluccas, cloves and nutmeg. From Timor, sandalwood. The harbour is always full of ships of every nation.",HIGH,european,CONSENSUS,4,Barbosa served in Portuguese Malacca. Comprehensive trade geography. Each island = specific commodity. Dames/Hakluyt translation.
EUR-009,EUROPEAN,Antonio Pigafetta — Maluku (Moluccas),Antonio Pigafetta (1525 CE),"Primo Viaggio Intorno al Mondo, tr. Robertson 1906, vol. II",Italian,1521,1521 CE (personal visit during Magellan expedition),"We reached the island of Tidore on the eighth of November. The king came to our ship in a prahu decorated with gold and silk banners. Clove trees grow here like laurels. The cloves, which they call chiodi, are the flower buds picked twice a year. On the neighbouring island of Ternate there is a great mountain that constantly throws out fire. The people told us that when the mountain is angry, the clove harvest fails because the ash smothers the trees.",HIGH,european,CONSENSUS,4,VOLCARCH: volcanic eruption destroying clove harvest = volcano-agriculture-economy nexus. Pigafetta eyewitness. Robertson 1906 standard.
EUR-010,EUROPEAN,Antonio Pigafetta — Borneo (Brunei),Antonio Pigafetta (1525 CE),"Primo Viaggio, tr. Robertson 1906, vol. II:39-55",Italian,1521,1521 CE (personal visit),"We came to the great island of Borneo and arrived at the city of Brunei. The king's palace stands on pillars in the water, in the manner of the country. The city has twenty-five thousand families. The people chew betel constantly. They trade camphor, cinnamon, ginger, and much fine porcelain from China. The king received us with courtesy and presented gifts of brocade and two gold-hilted daggers.",HIGH,european,CONSENSUS,4,"Pigafetta eyewitness of Brunei. 25,000 families = major urban center. Stilt architecture = Austronesian tradition. Robertson translation."
EUR-011,EUROPEAN,Francisco Serrão — Letters from Ternate,Francisco Serrão (~1512-1521 CE),"Surviving fragments via Barros, Da Asia, Década III; Lach 1965:524-526",Portuguese,1512,~1512-1521 CE (residence at Ternate),"I have found here a New World, richer and greater than that of Vasco da Gama. The clove islands are five in number: Ternate, Tidore, Moti, Makian, and Bacan. The cloves grow only on these islands and nowhere else on earth. The people have their own kings who war constantly against one another. The volcano on Ternate erupts frequently, casting stones and fire over the land. Despite this, the people remain, for the cloves are their only wealth.",HIGH,european,PROBABLE,4,VOLCARCH: volcano eruption + people staying for clove trade = volcanic risk vs economic necessity. Serrão letters survive only in fragments via Barros.
EUR-012,EUROPEAN,"Jan Huyghen van Linschoten — Itinerario, Java and Bali",Jan Huyghen van Linschoten (1596 CE),"Itinerario, tr. Burnell & Tiele 1885 (Hakluyt Society), vol. I",Dutch,1596,"1596 CE (published, based on 1583-1592 observations)","The island of Java is exceeding rich in rice, pepper, and sugar. The Javanese are Mahometans in the sea-coast towns, but in the mountains they keep their heathen customs. There are many mountains in Java that burn continually, casting out fire and ashes. The next island, called Bali, still holds to the old Hindu religion. The people of Bali are fierce warriors who disdain the use of firearms, preferring their krises and lances.",HIGH,european,CONSENSUS,4,Linschoten compiled Portuguese intelligence for Dutch VOC. Coast-interior Islamic divide confirmed. Bali as Hindu refuge = standard narrative.
EUR-013,EUROPEAN,Cornelis de Houtman — First Dutch voyage to Java,Cornelis de Houtman (1597 CE),"Journal of the first Dutch voyage, in Rouffaer & Ijzerman 1915-29, vol. I",Dutch,1597,1596-1597 CE (personal voyage),"On the 23rd of June [1596] we anchored at Banten in Java. The market of Banten is exceedingly large and full of all kinds of goods. We found there pepper in huge quantities, being the chief trade of the place. Chinese merchants had permanent houses and warehouses. The Javanese were suspicious of us and we had many disputes. We saw in the distance great mountains sending up smoke, which the people said were fire-mountains that sometimes destroyed villages.",HIGH,european,CONSENSUS,4,First Dutch voyage journal. Fire-mountains visible from Banten may include Krakatau. Rouffaer & Ijzerman definitive edition.
EUR-014,EUROPEAN,Duarte Barbosa — Timor and sandalwood,Duarte Barbosa (1516 CE),"Livro de Duarte Barbosa, tr. Dames 1918-21, vol. II:195-197",Portuguese,1516,~1516 CE,"Beyond Java to the east is the island of Timor, which produces white sandalwood in great quantity, the best in all the world. The Moors of Malacca and Java trade there every year, bringing cloth and iron tools in exchange for sandalwood. The people of Timor are heathen and of a rude manner. They live in small settlements and constantly war among themselves. The sandalwood forests stretch across the mountains of the interior.",HIGH,european,CONSENSUS,3,Timor sandalwood = most valuable per weight. Eastern Nusantara trade network predates Europeans. Dames/Hakluyt standard.
EUR-015,EUROPEAN,Pigafetta — Philippine islands (Cebu/Mactan),Antonio Pigafetta (1525 CE),"Primo Viaggio, tr. Robertson 1906, vol. I:151-175",Italian,1521,1521 CE (personal visit),We reached the island of Zubu [Cebu] where the king Rajah Humabon received us kindly. He and many of his people were baptized as Christians. The people use gold in abundance for ornaments and trade. They have a system of weights and measures and keep written records using a script that they write on palm leaves with an iron stylus. Their language has some words similar to those of the Malays.,HIGH,european,CONSENSUS,4,Pigafetta eyewitness of pre-colonial Philippines. 'Rajah' = Sanskrit loanword. Palm-leaf script = Indic-derived writing. Robertson translation.
EUR-016,EUROPEAN,Varthema — Banda Islands and nutmeg,Ludovico di Varthema (1510 CE),"Itinerario, tr. Jones 1863 (Hakluyt Society):245-248",Italian,1505,~1505 CE (personal visit),"Sailing eastward from Java for fifteen days, we came to the islands of Banda, which are the only place in all the world where nutmeg grows. The trees are like our walnut trees. The fruit has an outer covering of mace, which is of a bright scarlet colour when fresh, and inside is the nutmeg proper. The people of Banda are Moors [Muslims] and trade their nutmeg with merchants from Java and Malacca. They have no other occupation than tending their nutmeg gardens.",HIGH,european,CONSENSUS,3,First European eyewitness of Banda nutmeg production. 'Only place in the world' = geographic exclusivity. Jones/Hakluyt translation.
NUS-011,NUSANTARAN,Tanjore inscription — Rajendra Chola's conquest,Rajendra Chola I (royal prasasti),"South Indian Inscriptions II, no. 21; Nilakanta Sastri 1949:210-218","Tamil (found in Tamil Nadu, about Nusantara)",1030,"~1025 CE (campaign), inscribed ~1030 CE","Having dispatched many ships in the midst of the rolling sea, and having caught Sangrama-vijayottungavarman, the king of Kadaram [Srivijaya], together with the elephants in his glorious army, he [Rajendra] took the large heap of treasures which that king had rightfully accumulated. He conquered Srivijaya, Pannai, Malaiyur, Mayirudingam, Ilangasogam, Mappappalam, Mevilimbangam, Valaippanduru, Talaittakkolam, Madamalingam, Ilamuridesam, Manakkavaram, and Kadaram.",HIGH,nusantaran,CONSENSUS,5,13 Nusantaran polities conquered by Chola navy ~1025 CE. Cross-validates Song Shi (CHN-028). Nilakanta Sastri 1949 definitive study.
NUS-012,NUSANTARAN,Ligor inscription — Srivijaya in Malay Peninsula,Srivijayan royal inscription,Coedès 1930; Jacq-Hergoualc'h 2002:274-276,Sanskrit (side A) / Old Malay (side B),775,775 CE (Saka 697),"This pillar of merit was erected by the king of Srivijaya for the construction of three stupas in honour of the Buddha, the Dharma, and the Sangha. The king, lord of Srivijaya, whose glory extends over the islands, dedicates this foundation for the welfare of all beings. May the merit gained from this act ensure the prosperity of the kingdom and the protection of the Dharma.",HIGH,nusantaran,CONSENSUS,3,Srivijayan presence on Malay Peninsula. Bilingual inscription = Sanskrit-Malay diglossia. Coedès 1930 decipherment.
NUS-013,NUSANTARAN,Watu Kura inscription — East Java,Unknown (royal inscription),Brandes 1913; de Casparis 1975,Old Javanese,927,927 CE (Saka 849),"In the Saka year 849, in the month of Margasirsa, the king granted to the village of Watu Kura the status of a freehold. The village is situated at the foot of the mountain. The villagers are freed from all taxes except the obligation to maintain the irrigation channels and to provide offerings at the temple during the festival of the harvest. The boundaries of the village are marked by stones inscribed with the royal seal.",HIGH,nusantaran,CONSENSUS,3,Typical Javanese sima (freehold) inscription. Village at mountain foot = volcanic slope settlement pattern. Irrigation = volcanic soil agriculture.
NUS-014,NUSANTARAN,Sang Hyang Kamahayanikan — Old Javanese Buddhism,Anonymous (Buddhist treatise),Kats 1910; Nihom 1994,Old Javanese with Sanskrit,950,~10th century CE (debated),The wise man who seeks liberation must first understand that the world is impermanent. The mountains that rise up can also collapse into dust. The rivers that nourish the fields can also sweep away the villages. The fire that warms the hearth can also consume the forest. Thus all things in this world of form are subject to arising and passing away. The bodhisattva understands this and acts with compassion.,HIGH,nusantaran,CONSENSUS,3,VOLCARCH: 'mountains collapse into dust' and 'rivers sweep villages' = Javanese geological awareness embedded in Buddhist philosophy. Nihom 1994 standard study.
