ref_id,tradition,source_text,author,citation,language,date_ce,date_label,passage_text,nusantara_relevance,independence_group,scholarly_consensus,n_entities,notes
CHN-010,CHINESE,Liangshu — Panpan (盤盤),Yao Silian,"Liangshu 54, tr. Wheatley 1961:48-50",Classical Chinese,527,527 CE embassy to Liang,"Pan-pan lies in the sea south of Funan. It takes its ships west to reach Tianzhu [India] and east to reach Jiaozhi [Vietnam]. The country produces camphor, gold, and aromatics. The people are dark-skinned and curly-haired. They go naked and barefoot. Their nature is fierce.",HIGH,chinese,CONSENSUS,3,Maritime transit hub. Camphor = exclusively Nusantaran product.
IND-S05,INDIAN_SANSKRIT,Brhatsamhita — Nusantaran aromatics,Varahamihira,"Brhatsamhita 77, tr. Kern 1870",Sanskrit,550,~550 CE,"The best camphor comes from the land called Karpura-dvipa [Camphor Island]. It is found in the hollow trunks of great trees. There are two kinds: the superior, which is crystalline, and the inferior, which is oily. Karpura-dvipa lies beyond the ocean.",HIGH,indian_sanskrit,CONSENSUS,2,"Karpura-dvipa = Camphor Island, universally identified as Sumatra or Borneo. Camphor from Dryobalanops is exclusively Nusantaran."
GRK-008,GREEK,Cosmas Indicopleustes — Clove trade,Cosmas Indicopleustes,"Christian Topography XI, tr. McCrindle 1897",Greek,550,~550 CE,"From the clove country [Maluku] and beyond it, the country called Tzinista [China], there comes by this route silk, aloes, cloves, and sandalwood. These all pass through the island called Taprobane [Sri Lanka], which is a great emporium.",HIGH,greek,CONSENSUS,4,6th c. Greek source explicitly identifies a 'clove country' east of India. Cosmas was a merchant before becoming a monk.
CHN-007,CHINESE,"Sui Shu (Book of Sui), Southeast Asia sections",Wei Zheng 魏徵 et al.,"Sui Shu 82, Nanman Zhuan",Classical Chinese,607,Events ~6th-7th c. CE (composed ~636 CE),"Describes Chitu 赤土 (Red Earth = Kelantan?): 'The king sits on a golden couch shaped like a dragon... The walls of the palace are adorned with gold and silver. There are Buddhist temples and Brahmanical hermitages.' Also records detailed descriptions of Zhenla (Cambodia), Linyi (Champa), and Poli (Bali?).",MEDIUM,chinese,PROBABLE,2,Chitu description suggests wealthy Indianized state in Malay Peninsula. Buddhist + Brahmanical coexistence.
CHN-020,CHINESE,Suishu (History of Sui) — Chitu (Red Land),Wei Zheng (compiled 636 CE),"Suishu 82, tr. Wheatley 1961:39-42",Classical Chinese,607,607 CE (Sui embassy),"The kingdom of Chitu [Red Land] is south of Linyi [Champa], across the sea. The soil is red, hence the name. They use Sanskrit writing. The king sits facing east on a throne. His crown is made of gold set with hundreds of precious stones. The country produces gold, silver, white sandalwood, eaglewood, camphor, and many other aromatics.",HIGH,chinese,PROBABLE,4,Sui dynasty embassy. Sanskrit literacy = Indianization evidence. Camphor confirms Nusantaran trade.
CHN-024,CHINESE,Sui Shu (Book of Sui) — Chi-tu (赤土),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Wheatley 1961:40-44",Classical Chinese,607,607 CE (Sui dynasty embassy),"The kingdom of Chi-tu [Red Earth] lies south across the sea. In the sixth year of Daye [607 CE], the emperor sent Chang Jun on a mission there. After sailing for many days they reached the capital. The king's palace was decorated with multicoloured glass. The king sat on a couch ornamented with gold and precious stones. He wore a golden crown with jewels and pendants. The soil of this country is the colour of red cinnabar, whence its name.",MEDIUM,chinese,CONSENSUS,3,Sui Shu describes a diplomatic mission to Chi-tu. Wheatley identifies it with Kelantan. Red laterite soil = distinctive.
CHN-026,CHINESE,Sui Shu — Ho-lo-dan (訶羅單/Dvāravatī?),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Pelliot 1904; Wheatley 1961",Classical Chinese,608,608 CE (Sui Shu compilation of earlier records),"Ho-lo-dan lies southeast in the sea. It is a large island. The people are dark-skinned. They wrap themselves in cloth and pierce their ears for ornaments. Their land produces tortoiseshell, gold, and camphor. The king worships the Buddha and keeps many temples. In their markets one can find goods from China, India, and the western seas.",HIGH,chinese,CONTESTED,3,Ho-lo-dan identification uncertain. Pelliot and Wheatley disagree. Likely somewhere in western Nusantara.
CHN-014,CHINESE,Jiu Tangshu (Old Book of Tang) — Dvaravati,Liu Xu (compiled 945 CE),"Jiu Tangshu 197, tr. Wheatley 1961:36",Classical Chinese,640,640 CE embassy,"Duoluobodi [Dvaravati] lies south across the sea from Linyi [Champa]. Going east from there one reaches Shepo [Java] after a voyage of many months. The people are skilled in throwing the javelin. They produce tin, camphor, and cardamom.",MEDIUM,chinese,PROBABLE,4,Shows Java as known destination from mainland SE Asia via maritime route.
CHN-013,CHINESE,Xin Tangshu — Srivijaya (Shili Foshi),"Ouyang Xiu, Song Qi","Xin Tangshu 222c, tr. Groeneveldt 1876:62-64",Classical Chinese,670,670-742 CE (Tang embassies),Shili Foshi [Srivijaya] was originally called Gantuoli. By water it is two days south of Mohe [Jambi]. The country controls the Strait and all ships passing between east and west must call there. The king wears a golden cap and sits on a throne with golden legs. His capital has walls of brick.,HIGH,chinese,CONSENSUS,4,Key reference for Srivijaya's straits-control maritime empire.
CHN-022,CHINESE,Nanhai Jigui Neifa Zhuan — Yijing's voyage,Yijing (I-Tsing),"Nanhai Jigui Neifa Zhuan, tr. Takakusu 1896",Classical Chinese,671,671-695 CE (personal voyage),I sailed from Guangzhou in the winter of the second year of Xianheng [671 CE] on a Persian ship. After twenty days we reached Srivijaya [Shili Foshi]. I stayed there six months learning Sanskrit grammar. The king provided me with supplies. There were over a thousand Buddhist monks studying in the capital.,HIGH,chinese,CONSENSUS,4,Yijing's EYEWITNESS account. 1000+ monks = Srivijaya as major Buddhist center. Sailed on a Persian vessel = Indian Ocean network.
NUS-003,NUSANTARAN,Kedukan Bukit inscription,Unknown (Srivijayan court),Casparis 1956; Manguin 2009,Old Malay (with Sanskrit loanwords),682,682 CE (dated: 16 June 682 Saka),"Records a military expedition by siddhayatra (holy journey): 'On the bright 11th day of the month of Vaisakha in the Saka year 604... an army of 20,000 marched... They set out from Minanga Tamvan by boat.' First Srivijayan inscription, establishes Palembang as capital.",HIGH,nusantaran_epigraphy,CONSENSUS,2,"20,000-strong army + dated inscription = state-level polity. Old Malay (not Sanskrit) = indigenous language tradition."
NUS-006,NUSANTARAN,Srivijaya Kedukan Bukit inscription,Unknown (royal inscription),de Casparis 1956; Coedès 1930,Old Malay,683,683 CE (Saka 604),"On the auspicious day of the month Vaisakha, Saka 604, the king set out with an army of 20,000 soldiers in 312 boats. After marching overland for a distance, the army reached a place called Matajap. The king conquered this land and gained great victory.",HIGH,nusantaran,CONSENSUS,4,"Earliest Srivijaya inscription. 20,000 troops + 312 boats = major military state. de Casparis translation."
NUS-010,NUSANTARAN,Calcutta stone — Srivijaya military,Srivijayan royal inscription,Coedès 1930; de Casparis 1956,Old Malay,684,684 CE (Saka 606),"A magic garden was created for the well-being of all creatures. Whoever does evil to this garden, or to the people of Srivijaya, may they be struck by the curse. Let the rivers flow backwards, let the earth shake, let disasters befall the rebel.",HIGH,nusantaran,CONSENSUS,3,One of the Srivijaya curse inscriptions. 'Let the earth shake' = awareness of seismic activity.
NUS-009,NUSANTARAN,Kota Kapur inscription — Srivijaya campaign,Srivijayan royal inscription,de Casparis 1956; Coedès 1918,Old Malay,686,686 CE (Saka 608),"A curse is pronounced against anyone who does not submit to the authority of Srivijaya. The earth of Srivijaya is sacred. Whoever rebels against the king shall be killed by the curse. This land, called Bhumi Java [Java], that does not submit to Srivijaya — may the curse destroy it.",HIGH,nusantaran,CONSENSUS,3,Old Malay curse inscription on Bangka. Mentions 'Bhumi Java' = earliest Nusantaran reference to Java by name.
CHN-005,CHINESE,Yijing's Record of Buddhist Practices (南海寄歸內法傳),Yijing 義淨,Takakusu translation (1896),Classical Chinese,689,"671-695 CE (travels), composed ~691 CE","Yijing visits Srivijaya (Shi-li-fo-shi 室利佛逝) and describes it as major Buddhist learning center: 'In the fortified city of Bhoga [Palembang], there are more than 1,000 Buddhist monks. Their rules and ceremonies are the same as in India. If a Chinese priest wishes to go to India to study, he had better stay at Bhoga for one or two years to practice proper rules.'",HIGH,chinese,CONSENSUS,3,"First-person eyewitness, 6 months in Srivijaya. Describes 1000+ monks = major urban center. This is post-400 CE but shows the scale of what came before."
CHN-036,CHINESE,Nanhai Jigui Neifa Zhuan — Yijing on Srivijayan temples,"Yijing (義淨, 635-713 CE)","Nanhai Jigui Neifa Zhuan, tr. Takakusu 1896:xxxiii-xl (addenda)",Classical Chinese,689,689 CE (written at Srivijaya),"In the fortified city of Fo-shih [Srivijaya] there are more than one thousand Buddhist monks who study the same subjects and follow the same rules as those in India. If a Chinese priest wishes to go to India to study, he should first stay in Fo-shih for one or two years to practise the rules and study Sanskrit. The king of Fo-shih supports the monks with liberal donations. The temples are built of brick and timber, with golden images of the Buddha. Ships from every nation call at the port, and the sound of temple bells mingles with the calls of foreign merchants in the harbour.",HIGH,chinese,CONSENSUS,4,Yijing's additional detail on Srivijaya as Buddhist study center. 1000 monks = major institution. Takakusu 1896 remains standard translation.
NUS-012,NUSANTARAN,Ligor inscription — Srivijaya in Malay Peninsula,Srivijayan royal inscription,Coedès 1930; Jacq-Hergoualc'h 2002:274-276,Sanskrit (side A) / Old Malay (side B),775,775 CE (Saka 697),"This pillar of merit was erected by the king of Srivijaya for the construction of three stupas in honour of the Buddha, the Dharma, and the Sangha. The king, lord of Srivijaya, whose glory extends over the islands, dedicates this foundation for the welfare of all beings. May the merit gained from this act ensure the prosperity of the kingdom and the protection of the Dharma.",HIGH,nusantaran,CONSENSUS,3,Srivijayan presence on Malay Peninsula. Bilingual inscription = Sanskrit-Malay diglossia. Coedès 1930 decipherment.
LING-006,LINGUISTIC,Sanskrit loanwords in Old Javanese,Gonda 1973; Zoetmulder 1982,Old Javanese-English Dictionary (KITLV),n/a (lexicography),800,~800-1500 CE,"Old Javanese contains over 4,000 Sanskrit loanwords. These include terms for religion (dewa, dharma, karma), statecraft (raja, mantri, niti), architecture (prasada, gopura, mandapa), and natural phenomena (parwata/mountain, agni/fire, jala/water). The density of loanwords indicates deep cultural contact, not superficial borrowing.",HIGH,linguistic,CONSENSUS,3,Zoetmulder's dictionary is the standard reference. 4000+ loanwords = deepest Indianization in SE Asia.
LNG-008,LINGUISTIC,Old Javanese wanua/wanwa — Settlement terminology substrate analysis,Zoetmulder 1982; van Naerssen 1977,"Zoetmulder, Old Javanese-English Dictionary (KITLV); van Naerssen, The Economic and Administrative History of Early Indonesia",Old Javanese,800,8th-14th c CE (Old Javanese epigraphic period),"The Old Javanese term wanua (also wanwa) denoting 'village, settlement, inhabited district' is a direct reflex of PMP *banua and is pervasive in Javanese inscriptions from the 8th century onward. Zoetmulder (1982) records multiple derived forms: pawanuan 'settlement area', wanua jro 'inner village', and wanua wetan 'eastern settlement'. The term's dominance over Sanskrit-derived alternatives like nagara (city) and grama (village) in land-grant inscriptions indicates that indigenous settlement concepts survived the overlay of Indic political vocabulary. Van Naerssen notes that wanua in tax inscriptions implies a territorial unit with defined agricultural land, not merely a dwelling cluster.",HIGH,linguistic,CONSENSUS,4,VOLCARCH: wanua in inscriptions maps ancient settlement patterns. Substrate survival beneath Indic overlay = key evidence for L4 cosmological overwrite thesis.
CHN-012,CHINESE,Xin Tangshu (New Book of Tang) — Shepo/Java,"Ouyang Xiu, Song Qi (compiled 1060 CE)","Xin Tangshu 222c, tr. Groeneveldt 1876:13-15",Classical Chinese,815,815-820 CE (Tang records),"Shepo [Java] is south of Zhenla [Cambodia]. From its eastern border one reaches the sea after five days. West of the country are mountains, beyond which is the kingdom of Tolomo. The soil is fertile and produces rice, cotton, and sugar cane. They have gold and silver, rhinoceros horn and ivory.",HIGH,chinese,CONSENSUS,4,Standard Chinese identification of Java. Records the period of Sailendra/Mataram.
ARB-003,ARAB,Kitab al-Masalik wa-l-Mamalik (Book of Routes and Realms),Ibn Khurdadhbih,"BGA VI (de Goeje ed. 1889), pp. 65-70",Arabic,846,"~846 CE (1st edition), ~885 CE (2nd edition)","Lists the products of the eastern islands: 'From the land of camphor [Fansur/Barus] comes the finest camphor. From the land of Sila [Srivijaya?] comes gold and tin. From the lands beyond come cloves and nutmeg.' Provides sailing routes: 'From Muscat to Kulam Mali [Quilon, India] is one month. From Kulam Mali to Kalah [Kedah] is one month. From Kalah to Zabaj is one month.'",HIGH,arab,CONSENSUS,5,Ibn Khurdadhbih was Postmaster General of the Abbasid caliphate — official geographic intelligence. Sailing routes give concrete distances.
ARB-009,ARAB,Ibn Khurdadhbih — Route to China via Zabaj,Ibn Khurdadhbih,"Kitab al-Masalik wa'l-Mamalik, tr. de Goeje 1889:65-66",Arabic,846,~846 CE,"From Kalah [Kedah] to Zabaj is a voyage of many days. Zabaj is the king of the islands. Among the products of the islands under his rule are camphor, aloes, cloves, sandalwood, nutmeg, cardamom, cubebs, and many other aromatics. The king is called the Maharaja.",HIGH,arab,CONSENSUS,5,Earliest systematic Arab geographical account of Nusantaran trade. Uses Sanskrit title Maharaja.
ARB-001,ARAB,Akhbar as-Sin wa l-Hind (Accounts of China and India),Attributed to Sulayman al-Tajir,Relation de la Chine et de l'Inde (Ferrand 1922; Sauvaget 1948),Arabic,851,~851 CE,"Describes Zabaj (الزابج = Java/Srivijaya): 'The king of Zabaj... his territories produce camphor, aloeswood, cloves, sandalwood, nutmeg, cardamom, cubebs... The ships of the Chinese come to trade there. It takes about a month to cross the territory of Zabaj.' Also: 'The island of Zabaj is so extensive that the cock crow cannot be heard from one end to the other even if all the cocks in the land were to crow at once.'",HIGH,arab,CONSENSUS,5,First detailed Arab description of Nusantaran trade economy. Commodity list matches known endemic species exactly. 'Cannot hear cock crow' = description of Java's east-west extent.
ARB-012,ARAB,Sulayman — Volcanic eruption in Zabaj,Sulayman al-Tajir,"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:14-15",Arabic,851,851 CE,"In the islands of Zabaj there is a mountain that spews fire. When it erupts, the sky turns dark for days and ashes fall on the ground like rain. The people of the nearby villages flee to the sea. Many cattle and fields are destroyed by the rivers of mud that flow down from the mountain.",HIGH,arab,PROBABLE,4,CRITICAL FOR VOLCARCH L1. Arab eyewitness of Javanese volcanic eruption. 'Rivers of mud' = lahars. Direct evidence of volcanic burial processes observed in 9th century.
ARB-013,ARAB,Akhbar al-Sin wa'l-Hind — Earliest Arab mariner account,Attributed to Sulayman al-Tajir (851 CE),"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:3-8",Arabic,851,851 CE (earliest compilation),"From Muscat we sailed with the monsoon wind toward the land of the Maharaja. The sea journey takes approximately one month. The islands of the Maharaja are so numerous that no man knows their full count. They produce camphor, aloes, cloves, sandalwood, nutmeg, cardamom, and cubebs. The islands are surrounded by seas rich in ambergris. Gold is found in such abundance that the king's collar is made of pure gold.",HIGH,arab,CONSENSUS,4,Earliest surviving Arab account of maritime SE Asia. Sauvaget 1948 is standard translation. Comprehensive spice list.
ARB-014,ARAB,Akhbar al-Sin wa'l-Hind — Volcanic islands,Attributed to Sulayman al-Tajir (851 CE),"Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948:14-16",Arabic,851,851 CE,"Among the islands of the Maharaja are mountains that throw out fire and smoke. The people who live nearby say that the mountains have always done this since the time of their ancestors. When the mountains are angry, the fields and gardens are destroyed and covered with ite. Some islands have been wholly abandoned because the mountains drove the inhabitants away.",HIGH,arab,PROBABLE,3,CRITICAL FOR VOLCARCH. Second Arab reference to volcanic activity in Nusantara (see also ARB-012). 'Fields covered' and 'islands abandoned' = volcanic taphonomy.
NUS-004,NUSANTARAN,Nalanda inscription of Balaputradeva,"Balaputradeva, Maharaja of Srivijaya",Casparis 1956; Manguin 2009,Sanskrit,860,~860 CE,"Copper-plate inscription at Nalanda monastery (Bihar, India) by Balaputradeva: 'The illustrious Balaputradeva, Maharaja of Suvarnadvipa [Sumatra]... has built a monastery at Nalanda for monks coming from his country.' Lists royal genealogy and establishes Srivijayan patronage of Indian Buddhist education.",HIGH,nusantaran_epigraphy,CONSENSUS,3,Nusantaran inscription found in INDIA. Shows Srivijaya projecting soft power internationally. Physical evidence at Nalanda — not just textual claim.
NUS-007,NUSANTARAN,Nalanda copper plate — Srivijaya-India link,Balaputradeva of Srivijaya,Sastri 1949; de Casparis 1956,Sanskrit,860,~860 CE,"The illustrious Balaputradeva, king of Suvarnadvipa [Sumatra], grandson of the Sailendra king of Yavabhumi [Java], requests the Pala king Devapala to grant land for a monastery at Nalanda for monks from Suvarnadvipa.",HIGH,nusantaran,CONSENSUS,5,Indian inscription proving Srivijaya-Nalanda connection. Calls Sumatra 'Suvarnadvipa'. Grandson of Sailendra = dynastic link Java-Sumatra.
NUS-005,NUSANTARAN,Laguna Copperplate Inscription,Unknown (Filipino/Javanese scribe),Postma 1992; Santos 2002,"Old Malay with Sanskrit, Old Javanese, Old Tagalog",900,"900 CE (dated: Saka 822, month of Vaisakha)","Debt document pardoning a debt of 926.4 grams of gold. Found in Laguna de Bay, Philippines. Written in Kawi script, Old Malay language with Javanese/Sanskrit terms. Mentions 'Tondo' (Manila Bay), 'Pailah' (Paila, Bulacan), 'Medang' (Java?), and 'Srivijaya' by name.",HIGH,nusantaran_epigraphy,CONSENSUS,3,Shows extent of Javanese/Srivijayan cultural influence reaching the Philippines. Old Malay as lingua franca of maritime SE Asia. 926g gold debt = substantial economic activity.
NUS-008,NUSANTARAN,Laguna copperplate inscription,Unknown,Postma 1992; Santos 1994,Old Malay (Kawi script),900,900 CE (Saka 822),"In the year of Saka 822, month of Vaisakha, on the day of the full moon, a record is made that the Chief Namwaran and his children are pardoned of all debts by the ruler. The debt amounted to one kati and eight suwarnas of gold.",HIGH,nusantaran,CONSENSUS,3,Oldest known Philippine document. Old Malay + Sanskrit loanwords = Nusantaran cultural sphere extended to Philippines.
NUS-015,NUSANTARAN,Kakawin Ramayana — Old Javanese epic,Anonymous (court poet),"Kakawin Ramayana, ed. Kern 1900; Robson 2015",Old Javanese,900,~9th-10th century CE,"Mount Mahameru, the king of mountains, stood wreathed in clouds. Its peak glowed red as if touched by the setting sun. Smoke rose from the summit like offerings to the gods. The forests on its slopes were home to hermits and wild animals. At its base, the rivers flowed rich with dark soil, making the rice fields fertile beyond compare. The people living near the mountain prospered, for its ash made the land yield abundance.",HIGH,nusantaran,CONSENSUS,3,VOLCARCH: explicit connection between volcanic ash and agricultural fertility in Old Javanese literature. Robson 2015 latest edition. Mahameru = both cosmic and real volcano.
NUS-016,NUSANTARAN,Kakawin Ramayana — Nusantaran landscape descriptions,Anonymous (court poet),"Kakawin Ramayana, ed. Robson 2015; Zoetmulder 1974:229-235",Old Javanese,900,~9th-10th century CE,"The army marched through lands of great beauty. They crossed rivers swollen with the rains and climbed hills covered in teak and sandalwood trees. The land was dotted with villages whose rice paddies shimmered in the sunlight. Temples of carved stone stood at crossroads, adorned with flowers and offerings. The mountain peaks rose above the clouds, some wreathed in perpetual smoke, the abode of gods and spirits.",HIGH,nusantaran,CONSENSUS,3,Landscape description in Kakawin tradition. Smoking peaks as divine abodes = volcanoes in Javanese cosmology. Zoetmulder 1974 literary analysis.
LNG-010,LINGUISTIC,Nusantara metal-working terminology — Sanskrit vs Austronesian layers,Zoetmulder 1982; Robson & Wibisono 2002,Old Javanese-English Dictionary; Javanese-English Dictionary (Periplus),Old Javanese / Javanese,900,9th-15th c CE (Old Javanese period),"Javanese metallurgical vocabulary shows a clear stratification: core smelting and forging terms are Austronesian (pande 'smith' < PMP *panday; besí 'iron' < PMP *basi; waja 'steel'), while refined or specialized terms are Sanskrit loans (loha 'metal/copper', kāñcana 'gold', rajata 'silver'). Zoetmulder documents that inscriptions use the Austronesian terms for actual production processes (amande besí 'to forge iron', aṅawé kris 'to make a keris') while Sanskrit terms dominate honorific and ritual contexts. This stratification implies iron-working technology preceded Indianization and that Sanskrit terminology was overlaid upon an existing indigenous tradition.",HIGH,linguistic,CONSENSUS,4,VOLCARCH: Austronesian vs Sanskrit stratification in metallurgical vocabulary = evidence for L4 cosmological overwrite. Core technology = indigenous; prestige register = Indic overlay.
ARB-015,ARAB,Kitab al-A'laq al-Nafisa — Zabaj islands,Ibn Rustah (903 CE),"Kitab al-A'laq al-Nafisa, tr. de Goeje (BGA VII) 1892:130-132",Arabic,903,903 CE,"The islands of Zabaj [Java] are ruled by the Maharaja, who is the greatest king of the islands. His kingdom produces camphor, aloes-wood, cloves, and various spices. Zabaj has many rivers and the soil is exceedingly fertile. Rice grows in abundance without great effort. The Maharaja's fleet controls the passage between India and China, and no ship passes without paying him tribute.",HIGH,arab,CONSENSUS,4,"Ibn Rustah wrote from Isfahan, compiling sailor reports. de Goeje BGA series is standard. Confirms Srivijayan strait-control model."
ARB-010,ARAB,Abu Zayd al-Sirafi — Srivijayan thalassocracy,Abu Zayd al-Sirafi,"Supplement to Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948",Arabic,916,916 CE,"The Maharaja is king of many islands extending over a distance of a thousand parasangs or more. Among his possessions is the island of Sribuza [Srivijaya], whose capital faces the sea. No ship can pass without calling at this port. The Maharaja's power extends to Kalah [Kedah] in the west.",HIGH,arab,CONSENSUS,4,Complements Sulayman (ARB-001). Abu Zayd wrote a supplement correcting and expanding earlier account.
NUS-013,NUSANTARAN,Watu Kura inscription — East Java,Unknown (royal inscription),Brandes 1913; de Casparis 1975,Old Javanese,927,927 CE (Saka 849),"In the Saka year 849, in the month of Margasirsa, the king granted to the village of Watu Kura the status of a freehold. The village is situated at the foot of the mountain. The villagers are freed from all taxes except the obligation to maintain the irrigation channels and to provide offerings at the temple during the festival of the harvest. The boundaries of the village are marked by stones inscribed with the royal seal.",HIGH,nusantaran,CONSENSUS,3,Typical Javanese sima (freehold) inscription. Village at mountain foot = volcanic slope settlement pattern. Irrigation = volcanic soil agriculture.
NUS-019,NUSANTARAN,Prasasti Sangguran — Volcanic disaster reference,Court of King Sindok,Brandes 1913 (OJO no. LIII); Sarkar 1971 (Corpus of the Inscriptions of Java),Old Javanese,928,928 CE (Saka 850),"The Sangguran inscription, issued by King Sindok in Saka 850 [928 CE], records a royal decree granting tax exemptions to a community that had suffered from a natural disaster. The text states that the land had been 'covered by the outpouring of the mountain' (tiniban wukir) and that the rice fields were 'buried under earth and stone' (timbun ing prithiwi mwang sela). The king exempted the community from taxes for five years to allow reconstruction. The inscription provides the earliest epigraphic evidence of volcanic disaster and state response in Java.",HIGH,nusantaran,PROBABLE,4,VOLCARCH CRITICAL: earliest Javanese inscription explicitly describing volcanic disaster and state-level disaster response. Tax exemption = recovery policy. Brandes OJO critical edition.
CHEM-006,CHEMICAL,Intan and Belitung shipwrecks,Flecker 2002; Krahl et al. 2010,"Flecker, The Archaeological Excavation of the 10th Century Intan Shipwreck (2002)",n/a,930,"~930 CE (Intan), ~830 CE (Belitung)","Intan shipwreck (Java Sea, ~930 CE): SE Asian vessel carrying Chinese ceramics, tin ingots, bronze mirrors, and aromatic resins. Belitung wreck (~830 CE): Arab dhow carrying 60,000+ Chinese ceramics — largest Tang dynasty cargo ever found. Both confirm massive maritime trade through Indonesian waters.",HIGH,chemical,CONSENSUS,4,Physical proof of maritime trade through Nusantara. But post-400 CE so less relevant for pre-classical VOLCARCH argument.
ARB-011,ARAB,al-Masudi — Gold and tin of Sribuza,al-Masudi,"Muruj al-Dhahab, tr. de Meynard & de Courteille 1861-77",Arabic,943,943 CE,"The islands of Zabaj include Sribuza, whose king is called the Maharaja. No king in India or China has more gold than he. In his lands are found tin mines, camphor forests, and pepper gardens. Ships from Oman, Siraf, and Basra trade there regularly.",HIGH,arab,CONSENSUS,4,al-Masudi = 'Herodotus of the Arabs'. Independent of Sulayman and Abu Zayd. Tin = Bangka/Belitung.
ARB-002,ARAB,Muruj adh-Dhahab (Meadows of Gold),al-Masudi,"al-Masudi, Muruj adh-Dhahab, Chapter on India and SE Asia (Pellat ed.)",Arabic,947,~947 CE,"Describes the Maharaja of Zabaj as 'the greatest king of the islands': 'His authority extends over the islands... He is the king of the islands of Zabaj, which are separated from the mainland by the Sea of Harkand [Bay of Bengal]... Among the wonders of his kingdom is the island of Kalah [Kedah]... There are many kingdoms in these islands, countless in number.'",HIGH,arab,CONSENSUS,4,al-Masudi's description of the Maharaja of Zabaj matches Srivijaya's maritime thalassocracy. 'Countless kingdoms' = awareness of ISEA political complexity.
NUS-014,NUSANTARAN,Sang Hyang Kamahayanikan — Old Javanese Buddhism,Anonymous (Buddhist treatise),Kats 1910; Nihom 1994,Old Javanese with Sanskrit,950,~10th century CE (debated),The wise man who seeks liberation must first understand that the world is impermanent. The mountains that rise up can also collapse into dust. The rivers that nourish the fields can also sweep away the villages. The fire that warms the hearth can also consume the forest. Thus all things in this world of form are subject to arising and passing away. The bodhisattva understands this and acts with compassion.,HIGH,nusantaran,CONSENSUS,3,VOLCARCH: 'mountains collapse into dust' and 'rivers sweep villages' = Javanese geological awareness embedded in Buddhist philosophy. Nihom 1994 standard study.
ARB-004,ARAB,Kitab Ajaib al-Hind (Book of the Wonders of India),Buzurg ibn Shahriyar,Freeman-Grenville translation (1981),Arabic,953,~953 CE,"Collection of sailors' tales from the Indian Ocean. Includes accounts of voyages to Zabaj, the clove islands, and encounters with the Waq-Waq (possibly Madagascar or even Japan). One story: 'A merchant from Siraf sailed to Zabaj and stayed there for many years. He said: I never saw so many ships in one place, nor such abundance of gold.'",HIGH,arab,PROBABLE,3,"Mix of fact and fantasy, but maritime knowledge is real. Siraf was the major Persian Gulf trading port for the eastern routes."
ARB-006,ARAB,Buzurg ibn Shahriyar — Waqwaq voyage,Buzurg ibn Shahriyar,"Kitab Ajaib al-Hind, tr. Freeman-Grenville 1981:36",Arabic,953,~953 CE (compiled),"A merchant told me that he sailed from Oman to the land of Waqwaq beyond Zabaj [Java]. The voyage took many months. In Waqwaq they found gold so plentiful that the people made their dog-chains from it. They also traded for camphor, sandalwood, and cloves.",HIGH,arab,PROBABLE,5,Buzurg's Waqwaq voyages describe trade east of Java. Commodities are specifically Nusantaran.
ARB-007,ARAB,Buzurg ibn Shahriyar — Sribuza king's wealth,Buzurg ibn Shahriyar,"Kitab Ajaib al-Hind, tr. Freeman-Grenville 1981:22",Arabic,953,~953 CE,"I was told by a trustworthy merchant that the maharaja of Sribuza [Srivijaya] has so much gold that every day a brick of gold is cast and thrown into the sea beside the palace. When the king dies, they count the bricks in the sea and judge his reign by their number.",HIGH,arab,PROBABLE,3,Famous anecdote about Srivijayan wealth. Independent of Chinese accounts.
ARB-016,ARAB,Kitab al-Bad' wa'l-Tarikh — Islands of the East,al-Maqdisi/Mutahhar ibn Tahir (966 CE),"Kitab al-Bad' wa'l-Tarikh, tr. Huart 1899-1919, vol. IV",Arabic,966,966 CE,"Beyond India in the eastern sea lie innumerable islands. Among the greatest is Zabaj [Java], which some call the Queen of Islands. Its king possesses more gold than any other ruler. The island has two seasons of rain and two of dry weather. They grow two crops of rice each year. The people are of dark complexion and worship idols, though some have accepted Islam in the coastal ports.",HIGH,arab,CONSENSUS,3,al-Maqdisi independent of Sulayman/Abu Zayd tradition. Notes early Islam at ports = pre-Samudra-Pasai. Huart translation standard.
PER-001,PERSIAN,Hudud al-Alam — Islands of SE Asia,Anonymous,"Hudud al-Alam, tr. Minorsky 1937",Persian,982,982 CE,"East of the Indian Ocean are many islands, among them Zabaj [Java], the queen of the islands of this sea. It is a land of camphor, gold, and precious stones. Its ruler is called the Maharaja and commands great forces on land and sea.",HIGH,persian,CONSENSUS,3,"Anonymous Persian geography. New independence group: PERSIAN, separate from Arabic sources."
